,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Fecha
682,2017,2,La Pampa,63.4935264809968,2017-04-01
683,2017,2,La Rioja,16.2034458061436,2017-04-01
684,2017,2,Mendoza,31.7586053613908,2017-04-01
685,2017,2,Misiones,30.0892480250859,2017-04-01
686,2017,2,Neuquén,61.9101342766616,2017-04-01
687,2017,2,Río Negro,46.0208051229332,2017-04-01
688,2017,2,Salta,32.7394202636262,2017-04-01
689,2017,2,San Juan,26.964616120247,2017-04-01
690,2017,2,San Luis,9.5139703148683,2017-04-01
691,2017,2,Santa Cruz,26.2486198287096,2017-04-01
692,2017,2,Santa Fe,52.2696112396987,2017-04-01
693,2017,2,Santiago Del Estero,14.118988073972,2017-04-01
694,2017,2,Tierra Del Fuego,68.4632207595576,2017-04-01
695,2017,2,Tucumán,38.1862336563929,2017-04-01
696,2017,1,Buenos Aires,58.5740024492033,2017-01-01
697,2017,1,Capital Federal,108.369208365608,2017-01-01
698,2017,1,Catamarca,25.6593508380215,2017-01-01
699,2017,1,Chaco,28.6216605384279,2017-01-01
700,2017,1,Chubut,35.662220237763,2017-01-01
701,2017,1,Córdoba,57.6533295928744,2017-01-01
702,2017,1,Corrientes,30.9406001096441,2017-01-01
703,2017,1,Entre Ríos,44.9072736870412,2017-01-01
704,2017,1,Formosa,19.8424891786459,2017-01-01
705,2017,1,Jujuy,22.7569859622323,2017-01-01
706,2017,1,La Pampa,62.6692810457516,2017-01-01
707,2017,1,La Rioja,16.1955241460542,2017-01-01
708,2017,1,Mendoza,31.8430127701797,2017-01-01
709,2017,1,Misiones,29.522202363131,2017-01-01
710,2017,1,Neuquén,61.0230200678275,2017-01-01
711,2017,1,Río Negro,46.0295387411952,2017-01-01
712,2017,1,Salta,32.5754893148231,2017-01-01
713,2017,1,San Juan,27.0367609884239,2017-01-01
714,2017,1,San Luis,9.5455001936789,2017-01-01
715,2017,1,Santa Cruz,26.5249917378546,2017-01-01
716,2017,1,Santa Fe,51.9701076920804,2017-01-01
717,2017,1,Santiago Del Estero,14.7021194933686,2017-01-01
718,2017,1,Tierra Del Fuego,68.9197485128813,2017-01-01
719,2017,1,Tucumán,37.900160758941,2017-01-01
720,2016,4,Buenos Aires,61.2365874303569,2016-10-01
721,2016,4,Capital Federal,120.631331736324,2016-10-01
722,2016,4,Catamarca,26.5435155899619,2016-10-01
723,2016,4,Chaco,28.7866560852553,2016-10-01
724,2016,4,Chubut,36.072905464279,2016-10-01
725,2016,4,Córdoba,57.696719154379,2016-10-01
726,2016,4,Corrientes,30.9810703764977,2016-10-01
727,2016,4,Entre Ríos,45.208402854677,2016-10-01
728,2016,4,Formosa,19.8482360781639,2016-10-01
729,2016,4,Jujuy,22.6513870082414,2016-10-01
730,2016,4,La Pampa,63.016182768654,2016-10-01
731,2016,4,La Rioja,16.4553163840162,2016-10-01
732,2016,4,Mendoza,32.10735338479,2016-10-01
733,2016,4,Misiones,29.7201498077974,2016-10-01
734,2016,4,Neuquén,60.8736672281991,2016-10-01
735,2016,4,Río Negro,46.3852103506557,2016-10-01
736,2016,4,Salta,32.6941197393755,2016-10-01
737,2016,4,San Juan,27.2924214521971,2016-10-01
738,2016,4,San Luis,9.64068243537056,2016-10-01
739,2016,4,Santa Cruz,27.0467602148458,2016-10-01
740,2016,4,Santa Fe,52.191050237189,2016-10-01
741,2016,4,Santiago Del Estero,15.0678475104333,2016-10-01
742,2016,4,Tierra Del Fuego,70.3052659053947,2016-10-01
743,2016,4,Tucumán,37.9807622036193,2016-10-01
744,2016,3,Buenos Aires,60.1432954546882,2016-07-01
745,2016,3,Capital Federal,120.772877751015,2016-07-01
746,2016,3,Catamarca,26.4806767574637,2016-07-01
747,2016,3,Chaco,28.910749068481,2016-07-01
748,2016,3,Chubut,36.1786944287865,2016-07-01
749,2016,3,Córdoba,58.243816258032,2016-07-01
750,2016,3,Corrientes,31.0668788260512,2016-07-01
751,2016,3,Entre Ríos,45.4351408844733,2016-07-01
752,2016,3,Formosa,18.6397083028628,2016-07-01
753,2016,3,Jujuy,22.6051542652569,2016-07-01
754,2016,3,La Pampa,61.7317854365091,2016-07-01
755,2016,3,La Rioja,17.0745591064841,2016-07-01
756,2016,3,Mendoza,32.0883588456665,2016-07-01
757,2016,3,Misiones,29.9053857758982,2016-07-01
758,2016,3,Neuquén,60.2148508885395,2016-07-01
759,2016,3,Río Negro,46.3879653621594,2016-07-01
760,2016,3,Salta,32.9558316811803,2016-07-01
761,2016,3,San Juan,27.3171271359908,2016-07-01
762,2016,3,San Luis,9.63053968688516,2016-07-01
763,2016,3,Santa Cruz,26.8352018954507,2016-07-01
764,2016,3,Santa Fe,52.6721503688625,2016-07-01
765,2016,3,Santiago Del Estero,15.3296465784729,2016-07-01
766,2016,3,Tierra Del Fuego,68.9404924910074,2016-07-01
767,2016,3,Tucumán,37.8973634102384,2016-07-01
768,2016,2,Buenos Aires,59.3385267910581,2016-04-01
769,2016,2,Capital Federal,120.039535048253,2016-04-01
770,2016,2,Catamarca,26.0741880597406,2016-04-01
771,2016,2,Chaco,28.5935505552226,2016-04-01
772,2016,2,Chubut,36.1243856555634,2016-04-01
773,2016,2,Córdoba,57.5479805282864,2016-04-01
774,2016,2,Corrientes,30.5801620466166,2016-04-01
775,2016,2,Entre Ríos,44.7388745451874,2016-04-01
776,2016,2,Formosa,19.370070664564,2016-04-01
777,2016,2,Jujuy,21.8882810435767,2016-04-01
778,2016,2,La Pampa,60.4368602573793,2016-04-01
779,2016,2,La Rioja,16.8789026111115,2016-04-01
780,2016,2,Mendoza,32.1259717944259,2016-04-01
781,2016,2,Misiones,29.239512823022,2016-04-01
782,2016,2,Neuquén,59.098285533662,2016-04-01
783,2016,2,Río Negro,46.2401130781274,2016-04-01
784,2016,2,Salta,32.081726025082,2016-04-01
785,2016,2,San Juan,27.3407815140911,2016-04-01
786,2016,2,San Luis,9.60373385160232,2016-04-01
787,2016,2,Santa Cruz,26.7289117253198,2016-04-01
788,2016,2,Santa Fe,52.4364772593711,2016-04-01
789,2016,2,Santiago Del Estero,15.8889250473061,2016-04-01
790,2016,2,Tierra Del Fuego,67.7182428825529,2016-04-01
791,2016,2,Tucumán,37.2356828933842,2016-04-01
792,2016,1,Buenos Aires,57.3359078225411,2016-01-01
793,2016,1,Capital Federal,115.160058888848,2016-01-01
794,2016,1,Catamarca,25.9102179811905,2016-01-01
795,2016,1,Chaco,28.0751464477524,2016-01-01
796,2016,1,Chubut,36.0927055378499,2016-01-01
797,2016,1,Córdoba,55.2830927837402,2016-01-01
798,2016,1,Corrientes,30.0807850041331,2016-01-01
799,2016,1,Entre Ríos,43.8459681446623,2016-01-01
800,2016,1,Formosa,19.0418783694349,2016-01-01
801,2016,1,Jujuy,21.410011288564,2016-01-01
802,2016,1,La Pampa,57.8408686550453,2016-01-01
803,2016,1,La Rioja,16.8335183724942,2016-01-01
804,2016,1,Mendoza,32.1233388880128,2016-01-01
805,2016,1,Misiones,28.3676525909563,2016-01-01
806,2016,1,Neuquén,55.7539370042541,2016-01-01
807,2016,1,Río Negro,45.8351263870833,2016-01-01
808,2016,1,Salta,31.3155459711532,2016-01-01
809,2016,1,San Juan,27.3307941100043,2016-01-01
810,2016,1,San Luis,9.58634628277021,2016-01-01
811,2016,1,Santa Cruz,26.86586252145,2016-01-01
812,2016,1,Santa Fe,51.2773408540762,2016-01-01
813,2016,1,Santiago Del Estero,16.205749206822,2016-01-01
814,2016,1,Tierra Del Fuego,65.8330416313501,2016-01-01
815,2016,1,Tucumán,36.7247713663659,2016-01-01
816,2015,4,Buenos Aires,58.2918218273372,2015-10-01
817,2015,4,Capital Federal,118.130363211538,2015-10-01
818,2015,4,Catamarca,26.2394517885919,2015-10-01
819,2015,4,Chaco,28.3505662351414,2015-10-01
820,2015,4,Chubut,36.8901782778659,2015-10-01
821,2015,4,Córdoba,57.3648817660792,2015-10-01
822,2015,4,Corrientes,30.3364314453388,2015-10-01
823,2015,4,Entre Ríos,44.108548073001,2015-10-01
824,2015,4,Formosa,19.0654915167863,2015-10-01
825,2015,4,Jujuy,21.4714737939107,2015-10-01
826,2015,4,La Pampa,58.7563372001228,2015-10-01
827,2015,4,La Rioja,17.3157786484107,2015-10-01
828,2015,4,Mendoza,32.4889524950014,2015-10-01
829,2015,4,Misiones,28.6866588915424,2015-10-01
830,2015,4,Neuquén,58.2893377687955,2015-10-01
831,2015,4,Río Negro,46.4394811149431,2015-10-01
832,2015,4,Salta,31.5934926480719,2015-10-01
833,2015,4,San Juan,27.6648539357743,2015-10-01
834,2015,4,San Luis,9.70576898450631,2015-10-01
835,2015,4,Santa Cruz,27.7447690664797,2015-10-01
836,2015,4,Santa Fe,52.6080897858581,2015-10-01
837,2015,4,Santiago Del Estero,17.0049780380361,2015-10-01
838,2015,4,Tierra Del Fuego,66.4622043362379,2015-10-01
839,2015,4,Tucumán,37.0621732832959,2015-10-01
840,2015,3,Buenos Aires,57.6886810560801,2015-07-01
841,2015,3,Capital Federal,118.28921116432,2015-07-01
842,2015,3,Catamarca,25.8637811846376,2015-07-01
843,2015,3,Chaco,27.9630727934794,2015-07-01
844,2015,3,Chubut,36.8118099146332,2015-07-01
845,2015,3,Córdoba,57.0834037895185,2015-07-01
846,2015,3,Corrientes,30.167412409019,2015-07-01
847,2015,3,Entre Ríos,43.6771816352633,2015-07-01
848,2015,3,Formosa,18.8367517737853,2015-07-01
849,2015,3,Jujuy,21.2703333470887,2015-07-01
850,2015,3,La Pampa,57.9639597509152,2015-07-01
851,2015,3,La Rioja,17.1511294420325,2015-07-01
852,2015,3,Mendoza,32.4919958318665,2015-07-01
853,2015,3,Misiones,28.3063450934369,2015-07-01
854,2015,3,Neuquén,54.5993148967112,2015-07-01
855,2015,3,Río Negro,46.3891866567451,2015-07-01
856,2015,3,Salta,31.1759452128584,2015-07-01
857,2015,3,San Juan,27.66538565566,2015-07-01
858,2015,3,San Luis,9.70650326873876,2015-07-01
859,2015,3,Santa Cruz,27.6060609834294,2015-07-01
860,2015,3,Santa Fe,52.1459547408435,2015-07-01
861,2015,3,Santiago Del Estero,17.1188225313532,2015-07-01
862,2015,3,Tierra Del Fuego,74.8584578403385,2015-07-01
863,2015,3,Tucumán,36.6103595277426,2015-07-01
864,2015,2,Buenos Aires,56.8028056143921,2015-04-01
865,2015,2,Capital Federal,116.066270918604,2015-04-01
866,2015,2,Catamarca,25.4534180446982,2015-04-01
867,2015,2,Chaco,27.4645393883995,2015-04-01
868,2015,2,Chubut,36.5824672045848,2015-04-01
869,2015,2,Córdoba,55.8691635078182,2015-04-01
870,2015,2,Corrientes,29.5840126681085,2015-04-01
871,2015,2,Entre Ríos,42.9319790164588,2015-04-01
872,2015,2,Formosa,18.3602672052786,2015-04-01
873,2015,2,Jujuy,20.2872190775949,2015-04-01
874,2015,2,La Pampa,56.7076652253,2015-04-01
875,2015,2,La Rioja,16.8831909819638,2015-04-01
876,2015,2,Mendoza,32.4919958318665,2015-04-01
877,2015,2,Misiones,27.3476824488217,2015-04-01
878,2015,2,Neuquén,53.1173365932314,2015-04-01
879,2015,2,Río Negro,45.9761201343233,2015-04-01
880,2015,2,Salta,30.4611238427009,2015-04-01
881,2015,2,San Juan,27.6430534204585,2015-04-01
882,2015,2,San Luis,9.70797183720366,2015-04-01
883,2015,2,Santa Cruz,27.0722450274482,2015-04-01
884,2015,2,Santa Fe,51.1765389086788,2015-04-01
885,2015,2,Santiago Del Estero,17.1105666329829,2015-04-01
886,2015,2,Tierra Del Fuego,74.5078743166472,2015-04-01
887,2015,2,Tucumán,35.6877056091873,2015-04-01
888,2015,1,Buenos Aires,56.3704843302674,2015-01-01
889,2015,1,Capital Federal,114.896997148903,2015-01-01
890,2015,1,Catamarca,25.1094663307876,2015-01-01
891,2015,1,Chaco,26.6495912203056,2015-01-01
892,2015,1,Chubut,37.6127806859079,2015-01-01
893,2015,1,Córdoba,54.6973465018821,2015-01-01
894,2015,1,Corrientes,28.9501912819093,2015-01-01
895,2015,1,Entre Ríos,42.0651933735121,2015-01-01
896,2015,1,Formosa,18.1227036739718,2015-01-01
897,2015,1,Jujuy,19.6897136326236,2015-01-01
898,2015,1,La Pampa,55.5080323273377,2015-01-01
899,2015,1,La Rioja,16.7032017874138,2015-01-01
900,2015,1,Mendoza,32.3658875605183,2015-01-01
901,2015,1,Misiones,26.3056041051906,2015-01-01
902,2015,1,Neuquén,51.9544367381025,2015-01-01
903,2015,1,Río Negro,45.3269490720278,2015-01-01
904,2015,1,Salta,30.0097882334428,2015-01-01
905,2015,1,San Juan,27.5531927597664,2015-01-01
906,2015,1,San Luis,9.71604896376059,2015-01-01
907,2015,1,Santa Cruz,27.9948639434945,2015-01-01
908,2015,1,Santa Fe,50.2444947593192,2015-01-01
909,2015,1,Santiago Del Estero,17.0558169911586,2015-01-01
910,2015,1,Tierra Del Fuego,74.2349517001027,2015-01-01
911,2015,1,Tucumán,35.0786068853898,2015-01-01
912,2014,4,Buenos Aires,56.0943365301975,2014-10-01
913,2014,4,Capital Federal,114.896765508016,2014-10-01
914,2014,4,Catamarca,25.513779082748,2014-10-01
915,2014,4,Chaco,21.8707832002322,2014-10-01
916,2014,4,Chubut,40.2492746845027,2014-10-01
917,2014,4,Córdoba,54.696896793323,2014-10-01
918,2014,4,Corrientes,23.5624309927751,2014-10-01
919,2014,4,Entre Ríos,36.0254708519679,2014-10-01
920,2014,4,Formosa,17.9563113616952,2014-10-01
921,2014,4,Jujuy,19.5994181805212,2014-10-01
922,2014,4,La Pampa,51.2731334522286,2014-10-01
923,2014,4,La Rioja,17.0107508872361,2014-10-01
924,2014,4,Mendoza,32.6383818761503,2014-10-01
925,2014,4,Misiones,24.1624306055883,2014-10-01
926,2014,4,Neuquén,52.5549896972496,2014-10-01
927,2014,4,Río Negro,45.478062751204,2014-10-01
928,2014,4,Salta,29.534861619578,2014-10-01
929,2014,4,San Juan,28.0371457145607,2014-10-01
930,2014,4,San Luis,9.7863933663512,2014-10-01
931,2014,4,Santa Cruz,27.8026789696523,2014-10-01
932,2014,4,Santa Fe,49.9996230234827,2014-10-01
933,2014,4,Santiago Del Estero,17.2692015836451,2014-10-01
934,2014,4,Tierra Del Fuego,66.1378194733832,2014-10-01
935,2014,4,Tucumán,35.3208751693282,2014-10-01
936,2014,3,Buenos Aires,56.754739164071,2014-07-01
937,2014,3,Capital Federal,113.800512332415,2014-07-01
938,2014,3,Catamarca,24.7061213053276,2014-07-01
939,2014,3,Chaco,21.1126667052624,2014-07-01
940,2014,3,Chubut,40.5986709442745,2014-07-01
941,2014,3,Córdoba,54.2336102829994,2014-07-01
942,2014,3,Corrientes,22.7875350351524,2014-07-01
943,2014,3,Entre Ríos,34.981647333713,2014-07-01
944,2014,3,Formosa,17.7713148314683,2014-07-01
945,2014,3,Jujuy,18.3685342155704,2014-07-01
946,2014,3,La Pampa,55.7812017385042,2014-07-01
947,2014,3,La Rioja,16.5067132740672,2014-07-01
948,2014,3,Mendoza,32.3131795616557,2014-07-01
949,2014,3,Misiones,23.5673569543455,2014-07-01
950,2014,3,Neuquén,56.3954110270698,2014-07-01
951,2014,3,Río Negro,46.1961871578301,2014-07-01
952,2014,3,Salta,29.2226843537979,2014-07-01
953,2014,3,San Juan,27.8542444781027,2014-07-01
954,2014,3,San Luis,9.71121075967275,2014-07-01
955,2014,3,Santa Cruz,28.231942904275,2014-07-01
956,2014,3,Santa Fe,49.1958844455727,2014-07-01
957,2014,3,Santiago Del Estero,16.4922039083019,2014-07-01
958,2014,3,Tierra Del Fuego,65.6861020447619,2014-07-01
959,2014,3,Tucumán,33.9437558222181,2014-07-01
960,2014,2,Buenos Aires,55.0614169514339,2014-04-01
961,2014,2,Capital Federal,113.14335247541,2014-04-01
962,2014,2,Catamarca,24.7031188600584,2014-04-01
963,2014,2,Chaco,20.9579963674944,2014-04-01
964,2014,2,Chubut,41.4102098199126,2014-04-01
965,2014,2,Córdoba,53.448126115626,2014-04-01
966,2014,2,Corrientes,22.5756130032436,2014-04-01
967,2014,2,Entre Ríos,34.6874323714598,2014-04-01
968,2014,2,Formosa,17.5404117548517,2014-04-01
969,2014,2,Jujuy,18.7060609994136,2014-04-01
970,2014,2,La Pampa,49.7075961603446,2014-04-01
971,2014,2,La Rioja,16.5025648163457,2014-04-01
972,2014,2,Mendoza,32.0982381502412,2014-04-01
973,2014,2,Misiones,23.3677476012998,2014-04-01
974,2014,2,Neuquén,50.8427490584487,2014-04-01
975,2014,2,Río Negro,45.3349103201463,2014-04-01
976,2014,2,Salta,28.9145940008629,2014-04-01
977,2014,2,San Juan,27.7826978179589,2014-04-01
978,2014,2,San Luis,9.71791019987182,2014-04-01
979,2014,2,Santa Cruz,29.3770071530543,2014-04-01
980,2014,2,Santa Fe,48.3903513867014,2014-04-01
981,2014,2,Santiago Del Estero,16.6955673473544,2014-04-01
982,2014,2,Tierra Del Fuego,64.3560451715994,2014-04-01
983,2014,2,Tucumán,33.9445268856823,2014-04-01
984,2014,1,Buenos Aires,54.5700728794398,2014-01-01
985,2014,1,Capital Federal,112.254122789269,2014-01-01
986,2014,1,Catamarca,24.2517512545856,2014-01-01
987,2014,1,Chaco,20.7185388638408,2014-01-01
988,2014,1,Chubut,41.2352180797243,2014-01-01
989,2014,1,Córdoba,52.5178475440063,2014-01-01
990,2014,1,Corrientes,22.3167167138389,2014-01-01
991,2014,1,Entre Ríos,34.3671218212502,2014-01-01
992,2014,1,Formosa,17.4184510793687,2014-01-01
993,2014,1,Jujuy,18.4153524468777,2014-01-01
994,2014,1,La Pampa,48.425321038282,2014-01-01
995,2014,1,La Rioja,16.2941048158375,2014-01-01
996,2014,1,Mendoza,31.9131229866058,2014-01-01
997,2014,1,Misiones,23.1365386484773,2014-01-01
998,2014,1,Neuquén,49.7916051913856,2014-01-01
999,2014,1,Río Negro,44.9139571317885,2014-01-01
